label,Star Rating,Sentences
Galaxy Grand,5,"IT AMAZED ME. THERE ARE PEOPLE WHO AREN'T REVIEWING BUT CRITICIZING. BUT NEVER BOW TO THEM .
      
      
      I HAVE GOT THIS PRODUCT 2 MONTHS BACK. SO FAR, IT NEVER FAILED TO AMAZE ME. EVERYDAY I USE IT AS IF IT IS NEW PHONE. SCREEN IS TOO AWESOME AND YOU WONT WANT TO HAVE AMOLED AFTER YOU SEE THIS. IF YOU ARE MOVIE-WATCHER OR A BOOK READER, YOU SHOULD HAVE NO ALTERNATIVE BUT TO BUY THIS!!!"
Galaxy Grand,5,"IT IS WORKING FINE. I INSTALLED A LOT OF APPS WHEN I GOT IS NEWLY DUE TO WHICH IS WAS GET HANGGED SEVERAL TIME. THEN UNINSTALLED UNNECESSARY APPS AND NOW IT IS WORKING FINE. NEVER FACED ANY PROBLEM THEN AFTER. MUSIC, CAMER, FLAS LIGHT ALL ARE OK. IT IS A VALUE PRODUCT FOR THE MONEY PAID."
Galaxy Grand,5,"ITS A GOOD PHONE. BOUGHT IT FROM FLIPKART TODAY ONLY... BEST IN THE SEGMENT. GUYS I JUST WANT TO ASK A SIMPLE QUESTION TO ALL THE CRITICS THAT IF IT IS A BAD PHONE THEN WHY THE SAMSUNG DISCOUNT SCHEME WAS FINISHED JUST IN FEW HOURS 2-3 DAYS BACK. THE REASON IS THAT IT IS A GOOD SMART PHONE IN MEDIUM BUDGET. GUYS I PURCHASED IT FOR 17.5 GRAND AND NOW CHECK THE PRICE IT IS 19.5 GRAND..
      
      
      THANKS"
Galaxy Grand,5,I'VE USED IT FOR MORE THAN MONTH  AND ITS PRETTY GOOD AND EXCELLENT. .AND I DONT FINE ANY LAGS  ALL THE GAMES PLAY VERY SMOOTH I'VE INSTALL MORE THAN 11 GAMES AND APART OF THAT SOME ARE ABOUT 700MB TO 1.8 GB ..SO GO FOR IT AND IT IS A GOOD BIG SCREEEN ENTERTAINMENT..
Galaxy Grand,5,"JUST DONT LISTEN TO ANYONE SAYING MICROMAX IS BETTER THAN GRAND. FIRST GO N TRY BOTH THE PHONE IN STORE, U WILL DEFINITELY GO FOR GRAND, IM DAMN SURE, ONLY ONE ISUUE WITH GRAND IS BATTERY BACK UP, REST ALL IS PERFECT, IM A PROUD OWNER OF GALAXY GRAND :)"
Galaxy Grand,5,"MY 3RD BUY FROM FLIPKART.
      
      MY 1ST ANDROID.
      
      MY 1ST SAMSUNG.
      
      
      I DON'T WANT TO PRAISE AND APPRECIATE FLIPKART ANYMORE BECAUSE EVEN THEY KNOW THAT THEY ARE THE BEST.
      
      
      REVIEW:
      
      
      PEOPLE KEEP REVIEWING WITH THE PROS AND CONS, BUT I JUST WANT TO SAY THAT IT IS 100 TIMES BETTER THAN MY PREVIOUS PHONES.
      
      
      IT IS A BIG DEAL FOR ME THAT I BOUGHT THIS PHONE AND I DON'T WANT TO SHOW-OFF MY TECHNICAL KNOWLEDGE IN THIS REVIEW WHICH CAN MAKE A NEW BUYER THINK AND COMPROMISE THE DESIRE TO BUY A PHABLET.
      
      
      IT IS A PHABLET SO IT OUGHT TO BE SUPER BIG AND IF YOU KEEP MESSING AROUND WITH INTERNET AND THAT TOO WITH 3G IN THIS PHONE, THAN BATTERY WILL BE USED. FOR ME THE CON IS THAT THEY GIVE WHITE HEADSETS EVEN WITH METALLIC BLUE COLOR AND THAT MAKES AN ODD COMBINATION.
      
      
      PERFORMANCE WISE IT'S AWESOME.
      
      
      SO IF YOU WANT TO BUY THIS PHONE, DON'T CARE ABOUT THE TECHNICAL CONS AS THEY DEPENDS ON OUR USE.
      
      
      PROS ARE WELCOMED AND CONS DON'T MATTER. THAT'S HOW IT SHOULD BE!
      
      
      BUY IT AND STAY HAPPY!
      
      
      OWWYEAHHH ! ! !"
Galaxy Grand,5,"MY GOOD EXPERIENCE WITH THIS PHONE
      
      
      1. TABLET TYPE.
      
      2. SMART VIEW.
      
      3. HIGH SPEED, GOOD PROCESSOR.
      
      4. BEST QUALITY CAMERA, HD RECORDING
      
      5. GOOD TOUCH SCREEN
      
      6. PERFECT DISPLAY SIZE, 5 INCH
      
      
      MY ONLY ONE BAD EXPERIENCE WITH THIS PHONE
      
      
      1. NOT COMFORTABLE FOR CARRYING IN POCKET.
      
      
      FINALLY THIS PHONE IS GOOD AND VALUE FOR MONEY IN 16K"
Galaxy Grand,5,"NICE PHONE AND GOOD LOOKING, VALUE FOR MONEY COMPARED WITH OTHER BRANDS..CAM IS DAM GOOD AND HD RECORDING ALSO GOOD.
      
      IF U INSTALL MORE GAMES THEN PERFORMANCE WILL BIT SLOW OTHERWISE ITS FINE AND RECEIVED IN ONE DAY."
Galaxy Grand,5,ONE OF THE BEST PHONE EVER I BELIEVE AS ITS THE BEST PHONE IN THIS RANGE. 5 INCH HD DISPLAY AND WITH ALL THE LATEST FEATURE MAKES THIS PHONE MOST ADORABLE. VERY HAPPY WITH THE PHONE LOOKS LIKE THE WISE DECISION  !!
Galaxy Grand,5,"PEOPLE WHO SAY THE PHONE IS BAD ARE JUST BLUFFING.
      
      ITS A GREAT PHONE GREAT PERFORMANCE. U CAN BUY WITHOUT THINKING MUCH .
      
      
      AND DELIVERY WAS FAST TOO.
      
      ITS BEEN A MONTH USING THING PHONE AND FACED NO PROBLEMS."
Galaxy Grand,5,"THANKS TO SAMSUNG FOR SUCH A GOOD SMART PHONE.
      
      DON'T BE CONFUSED WITH CANVAS AND GRAND . I HAVE CHECKED BOTH AND WHAT I FOUND IS THAT, CANVAS HD IS HAVING ALL THE LATEST FEATURES BUT THE MICRO-MAX IS NOT MATURELY GETTING THE FULL UTILIZATION OF IT.SO WHAT IS THE NEED OF LATEST TECHNOLOGIES.
      
      
      IN THE SAME TIME SAMSUNG GRAND IS SHOWING IT'S GREAT APP'S EXPERIENCE IN THIS PHONE ..
      
      
      TAKE YOUR DECISION BY YOUR OWN.
      
      
      LATEST HARDWARE WITH 60% UTILIZATION OF TECH. AND APPS.
      
      OR
      
      STABLE HARDWARE WITH FULL UTILIZATION OF TECH. AND APPS.
      
      
      BEST REGARDS,
      
      KUSHAL"
Galaxy Grand,5,"THE PRODUCT IS NICE AS A DUAL SIM SMARTPHONE... AVAILABLE IN SAMSUNG.EVERYTHING IS OK EXCEPT DISAPPOINTING DISPLAY.SO ANY ONE CAN GO 4 IT WITHOUT HESITATING..... EXPERIENCE WITH GRAND......
      
      PORTABILITY;;;;;4 STAR                                                                                                                  DISPLAY;;;;;;;;;3 STAR                                                                                                            LOOK;;;;;;;;;;;;;5 STAR                                                                                                                  PRICE;;;;;;;;;;;;4 STAR                                                                                                                  OS;;;;;;;;;;;;;;5 STAR                                                                                                                  PROCESSOR ;;;;4 STAR                                                                                                                     CAMERA;;;;;;;;;5 STAR                                                                                                                           VOLUME;;;;;;;;;;5 STAR                                                                                                                         BATTERY;;;;;;;;;;4 STAR                                                                                                              TOUCH;;;;;;;;;;;;5 STAR"
Galaxy Grand,5,THIS IS A GREAT PHONE FOR VALUE OF MONEY. SOME PEOPLE COMPARE THIS BRANDED PHONE TO OTHER NON BRANDED PHONES.I HAVE USED THIS PHONE .NON BRANDED PHONES LIKE MMX CANVAS HD OFFER MORE BUT HAVE A CHEAP QUALITY.THIS PHONE IS GOOD IN OVERALL. NO NEED TO BUY OTHER PHONE IN THE RANGE OF 18K TO 20K.
Galaxy Grand,5,"THIS IS REALLY AWESOME PHONE AT THIS PRICE.IT FULFILLS ALL THE CUSTOMER NEED AT THE LEVEL OF VERY GOOD EXTEND.
      
      VIDEO QUALITY BEST
      
      SMART CALLING
      
      SECURITY
      
      BEFORE THIS I NEVER PURCHASE ANY SAMSUNG MOBILE BUT WHEN I GO FOR A SMART DUAL SIM STANDBY ..I CHOOSED IT..AND I AM VERY SATISFIED WITH MY PHONE
      
      I LOVE MY SAMSUNG GALAXY GRANNNNNNNNNNNNNNNNNND
      
      
      IN MY VIEW THIS IS THE ONE OF THE BEST MOBILE BY SAMSUNG...
      
      THE ONLY THING,,THE CHARGER LEAD LENTH SHOULD BE MORE.... THAN EXPECTED OTHERWISE NO PROBLEM"
Galaxy Grand,5,"THIS IS WHAT PEOPLE ARE WRITING IN REVIEW...
      
      DUSTBIN AND CHEAP
      
      
      ITS TOY NOT A PHONE
      
      ITS NOT A PHONE , ITS TOY WHICH U PLAY , 5 MOST IMPORTANT THINGS MISSING FROM S4
      
      1- MICROSOFT OFFICE IS NOT AVAILABLE
      
      2- NO XBOX GAME INTEGRATION
      
      3-NO OFFLINE NAVIGATION AND NO WIRE LESS CHARGER
      
      4- NO PURE VEIW AND LENS USED IN CAMERA
      
      5- LAST AND IMPORTANT NONSENSE AND NOT REQUIRED HARDWARE WHO USE OCTA PROCESSER BUSHIT ,ITS NOT A HIGH END COMPUTER ,
      
      
      THIS IS WHAT SOME PEOPLE ARE WRITING AS REVIEW. THE ABOVE ALL ARE WINDOWS PHONE FEATURE HOW CAN THEY BE AVAILABLE IN ANDROID PHONE???? WHAT U WILL DO WITH XBOX GAMING INTEGRATION WITH ANGRY BIRD???? AND WHEN U R USING SONY PS3 (MOSTLY USED). OTHER OFFICE SUITES ARE SIMILARLY CAPABLE OR EVEN MORE CAPABLE THAN MICROSOFT IN PHONES. U HAVE TO COPY AND DOWNLOAD EVERY THING FROM SKY DRIVE IN A WINDOWS PHONE... WHAT THE ""*"" AND PEOPLE GIVEING NEGATIVE REVIEW TO SAMSUNG GALAXY S4 IN GRAND PAGE...
      
      
      DO YOU BELIEVE THIS TYPE OF REVIEW....?????  WATCH REVIEWS BY IGYAAN, GADGET PORTAL OR WATCH THE PHONE IN ACTION IN YOUTUBE ... U WILL UNDERSTAND WHAT THE PHONE IS CAPABLE OF.. I AM NOT A SAMSUNG FAN RATHER I AM NOKIA LOYALIST BUT THIS PHONE REALLY ATTRACTED ME.."
Galaxy Grand,5,"THIS PHONE IS JUST AMAZING I GOT IT IN SAMSUNG SHOWROOM ITS JUST A FANTASTIC WAY TO SPEND UR MONEY IN USELESS WAY ,,,,,,MY WORST PHONE IN MY WHOLE LIFE ,,,IVE BEEN TO ALL PHONES APPLE ...GALAXY S3 ,,,HTC ETC...BUT THIS ONE SUCKS ,,,,,,WE EARN EACH AND EVERY PENNY WASTING OUR SWEAT...AND THIS PHONE IS A DUST BIN TO THROW ALL OUR TISSUES,,,,QUALITY,SPECIFICATIONS,BUILT,EVERYTHING SUCKS,,,,,ITS SIMPLE TO EXPLAIN BUY A TVS 50 AND REMODEL INTO YAMAHA R1 LOOKS THE SAME BUT U KNOW FELLLOOWS IT SUCKS"
Galaxy Grand,5,THIS PHONE IS JUST AWESOME .. THE BEST PHONE IN 21 K ... BLINDLY GO FOR IT ... BE CAREFUL WHEN YOU PUT A SIM CARD ... PUT OLY VODAPHONE AS YOUR FIRST SIM CARD TO AVAIL A OFFER OF 2GB 3G INTERNET PACK EACH FOR 2 MONTHS ... !!!
Galaxy Grand,5,"THIS REVIEW IS IN RESPONSE TO MR. SRINIVAS M'S REVIEW. AFTER READING YOUR REVIEW, I CAME TO KNOW THAT YOU ARE SIMPLY BOASTING ABOUT YOUR SO CALLED KNOWLEDGE.
      
      1. YOU DO NOT OWN THIS PHONE.
      
      2. YOU CANT EVEN SPELL BROADCOM CORRECTLY(YOU SPELLED BROADCOMM)
      
      3. YOU ASKED 'WHY WOULD SAMSUNG USE THIS PROCESSOR INSTEAD OF THEIR OWN PROCESSOR'?
      
      YOU HAVE TO KNOW THAT SAMSUNG USES QUALCOMM PROCESSORS( SNAPDRAGON 400, 600 &AMP; 800 ARE EXAMPLES) AS WELL. PERHAPS YOU DONT KNOW ANYTHING IN DETAIL ABOUT THE PROCESSORS WHICH ARE USED IN MOBILE PHONES. BROADCOM VIDEOCORE PROCESSORS ARE POWER EFFICIENT THAN OTHER PRCOESSORS WITH SAME CAPABILITY(MAY BE SAMSUNG COULD NOT ACHIEVE THE POWER EFFCIENCY OF BROADCOM PROCESSOR). YOU CAN READ ABOUT SAMSUNG GALAXY SII PLUS (TRY WWW.GSMARENA.COM. TRY THE REVIEW) WHICH USES THE SAME BROADCOM PROCESSOR.
      
      4. YOU DO NOT KNOW ANYTHING ABOUT BROADCOM. THEY ARE ONE OF THE TOP SEMICONDUCTOR COMPANIES IN THE WORLD. IF YOU HAVE GOT A WIFI/BLUETOOTH/GPS/NFC DEVICE, THERE IS MORE CHANCE THAT IT IS A BROADCOM CHIP.
      
      5. SAMSUNG DOES NOT NEED TO TELL YOU(YOU IN PERSON) ABOUT THE PROCESSORS THEY USE. YOU CAN SEARCH IT IN THE NET AND FIND OUT YOURSELF. THE PROCESSOR HAS BEEN MENTIONED IN MANY WEBSITES.
      
      6. THIS PHONE HAS ENOUGH POPULARITY AND IS LIKED BY MANY PEOPLE WHO OWNS IT. IF YOU EXPECT THE BEST DISPLAY CLARITY, THEN DON'T BUY IT. THIS PHONE IS FOR THOSE PEOPLE WHO LIKES BIG SCREEN AND THOSE WHO WANT GOOD BATTERY LIFE. WHEN SCREEN RESOLUTION INCREASES, THE POWER NEEDED INCREASES. THE DISPLAY QUALITY IS NOT BAD AFTER ALL OF THIS PHONE.
      
      
      PS: I DO NOT OWN THIS PHONE. BUT, I USE IT EVERYDAY."
Galaxy Grand,5,"TRUST ME FRIENDS&GT;&GT;
      
      I BOUGHT THIS PHONE AND I AM SURELY LOVING IT. I DID EVERY POSSIBLE RESEARCH BEFORE BUYING THIS PRODUCT AND ONCE I RECEIVED IT I AM IMPRESSED BY THIS PRODUCT...
      
      
      THE MAIN THINGS THAT I WILL POINT OUT WILL SURELY HELP YOU CHOOSE THE RIGHT PRODUCT&GT;&GT;&GT;
      
      
      1. RECHARGE THE BATTERY WHEN U BUY THIS PRODUCT BUT BEFORE RECHARGING PLEASE DRAIN THE FULL BATTERY AND THEN CHARGE IT FULLY..FOLLOW THIS FOR 1-2 WEEK...U WILL LOVE THE BATTERY LIFE IN THIS CASE.
      
      
      2. DISPLAY IS GREAT, BEST AMONG THE OTHERS..MICROMAX IS NOWHERE NEAR IT..5/5
      
      
      3. PROCESSOR SPEED IS SUPERB, BETTER THAN OTHERS 5/5
      
      
      4. RAM IS QUITE LARGE AND I GIVE A 4.5/5
      
      
      5. STORAGE IS ALSO GOOD, IF ONLY THEY COULD HAVE GIVEN 8 GB FREE INBUILT, WHEREAS U WILLL GET 4GB FREE ONLY...4/5
      
      
      6. THE BEST WAY TO SUSTAIN ITS BATTERY LIFE IS BY KEEPING THE BATTERY IN POWER SAVING MODE, AND TRUST ME GUYS IF U KEEP THE MOBILE IN POWER SAVING ALL APPS AND FUNCTIONALITY WILL WORK AS IT WORKS, BUT IF U WANT TO PLAY GAMES THEN U NEED TO TURN OFF POWER SAVING.
      
      
      7. LOOK IS VERY GOOD AND FLIP COVER IS THE EBST.5/5
      
      
      8. HD VIDEOS ARE FANTASTIC..BELIEVE ME FEW OF THOSE WHO SAID MICROMAX IS BETTER, THEY ARE REALLY MISING THE GAME...HD VIDEO IN MICROMAX CUTS AT SOME MOMENT, BUT SAMSUNG PLAYS A SMOOTH VIDEO PLAYBACK. 5/5
      
      
      9. BATTERY LIFE IS ALSO GOOD IF U FOLLOW THE PROCESS I MENTIONED..4.5/5...BUT DO REMEMBER EVEN IF BUY A S4 OR S3 STILL THE BATTERY LIFE IS SAME AS THIS MOBILE...
      
      
      10. CAMERA IS AWESOME AND 8 MEGAPIXELA AND I DID OBSERVE THAT AT LOW LIGHT CONDITION THE CAMERA IS LITTLE NOT TO MY EXPECTATION..WELL I CANT BLAME TO SAMSUNG, BCOZ I DO HAVE A 14MPX CAMERA FROM CANON AND I OBESERVE THE SAME THERE...SO ITS NORMAL..4.5/5
      
      
      11. PRICE IS WELL ENOUGH FOR ITS FEATURES..AND I AM PROUD TO BE A OWNER OF THIS MOBIE.
      
      
      &GT;&GT;&GT;REMEMBER ITS WASTE TO COMPARE A CHINESE OR LOW HARDWARE MADE MOBILE WITH SAMSUNG GRAND, BCOZ I HAVE OBSERVED THE DIFFERENCES"
Galaxy Grand,5,"WELL EVEN I HAD READ ALL THE REVIEWS FROM FLIPKART AND HAD JUST ABOUT MADE UP MY MIND ABOUT NOT BUYING THIS PHONE, BUT THEN I WENT TO A SAMSUNG SHOP AND TESTED IT OUT. YOU PEOPLE COMPARE IT TO A MICROMAX CANVAS, ITS WAY BETTER THAN THE CANVAS I HAVE USED 2 MICROMAX PHONES TILL NOW AND IT DID NOT LIVE UP TO MY EXPECTATIONS AND BEFORE U ASK ME TO USE THE CANVAS I ACTUALLY DID TEST IT. STILL I FOUND THIS ONE WAY BETTER.
      
      
      THE SCREEN IS A BIT OF A TURN DOWN, BUT SURPRISINGLY BECAUSE OF SAMSUNGS PIXEL OVER PIXEL TECHNOLOGY IT DOES A LOT OF JUSTICE TO THE MONEY SPENT.
      
      IT IS A PRETTY FAST DEVICE AND PLAYS ALL THE GAMES I HAVE THROWN AT IT, IT EVEN HAS A GOOD QUADRANT BENCHMARK SCORE.
      
      
      EVERYTHING WORKS VERY WELL ON THIS PHONE AND IT EVEN LOOKS NICE.
      
      
      SO THOSE WHO SAY MICROMAX IS BETTER, PLEASE GO OUT USE A PHONE WHICH IS NOT IN SOME STORE BECAUSE THE PHONES ON DISPLAY THERE ARE USED BY HUNDREDS OF PEOPLE WHO DOWNLOAD SHIT APPS AND FILL UP THE INTERNAL MEMORY, USE THE PHONE OF ONE OF YOUR FRIEND AND SEE THE DIFFERENCE :)"
Galaxy Grand,5,"WHOEVER IS PLANNIN ON BUYING THIS PHONE THEN PLS GO AHEAD...
      
      ITS AS GOOD AS A NOTE2 EXCEPT FOR A FEW FEATURES
      
      ITS WORTH ITS PRICE
      
      AND IF U HAV A CONFUSION BETWEEN GRAND AND CANVAS OR ANY OTHER PHONE OF ITS LEVEL THEN GRAND IS TA BEST!!
      
      THE WEBSITES SAY TA DISPLAY IS BAD BUT ITS REALLY GOOD
      
      DOESNT HANG!
      
      PRETTY FAST
      
      VERY COMPATIBLE AND HANDY
      
      WORTH THE BUT
      
      COMPARED TO CANVAS AND AL ANYDAY GRAND IS BETTER NOT ONLY BCOZ OF ITS BRAND BUT BCOZ OF ITS PERFRMANCE!!
      
      CHEERS ;)"
Galaxy Grand,5,"YOU ARE READING THE REVIEW COZ YOU ARE CONFUSED ABOUT BUYING THIS OR SOME OTHER DEVICE. BELIEVE ME, THIS IS WHAT YOU ARE LOOKING FOR!
      
      
      I FIRST USED MICROMAX CANVAS HD, I GOT REALLY IMPRESSED BY THE PHONE, I WAS ABOUT TO BUY IT BUT THEN.......
      
      
      I REALIZED, IF YOU WANNA KNOW ABOUT A BRAND, DON'T VISIT ITS STORE, GO VISIT ITS SERVICE CENTER! I DID THAT FOR MICROMAX, IT WAS HORRIBLE! THE SERVICE STATION HAD HORRIBLE PEOPLE AND HORRIBLE SERVICE QUALITY!
      
      
      THEN I TRIED GRAND AT A STORE AND I BOUGHT IT FROM FLIPKART. AFTER USING GRAND... I REALLY WANT TO CLEAR SOME THINGS-
      
      1) SCREEN IS AWESOME! PUT A MATTE FINISH SCREEN GUARD AND YOU ARE DONE!
      
      2) IT HAS ALL THE SMART FEATURES LIKE IN S3 (MOTION FEATURES, SMART FEATURES AND S VOICE)
      
      3) 50GB OF DROPBOX SPACE IS AMAZING!
      
      
      JUST GO FOR IT, ITS VALUE FOR MONEY
      
      NEVER EVER COMPARE SAMSUNG WITH ANY LOCAL BRAND..
      
      
      AND LASTLY, FLIPKART, THIS IS NOT GOOD. THE PRICE HAS DROPPED, I CALLED THE FLIPKART CUSTOMER CARE A DAY BEFORE BUYING THIS DEVICE TO KNOW IF THE PRICE WILL FURTHER DROP OR NOT, THEY SAID THEY HAD NO INFORMATION ON THIS. BUT NOW IT HAS DROPPED 1K! I AM NOT HAPPY. BUT STILL DELIVERY WAS GOOD, WILL KEEP BUYING :) CHEERS!"
Galaxy Grand,4,"A DECENT PHONE WITH VERY NICE FEATURES.. PEOPLE ARE COMPLAINING ABOUT THE DISPLAY RESOLUTION !! IT'S NOTHING,,,,, QUALITY IS REALLY GOOD THANKS TO SAMSUNG.. IF YOU ARE SO TENSED WITH YOUR DISPLAY RESOLUTION THEN TRY TO DO LITTLE BIT CUSTOMIZATION BY YOUR OWN... LIKE FONT SIZE AND ALSO DOWNLOAD GOOD FONTS... NOW MY PHONE LOOKS AWESOME..  NO MORE PIXALATION PROBLEM... DISPLAY RESOLUTION IS VERY GOOD WHAT WAS I LOOKING FOR... I LOVED IT...
      
      
      CAMERA QUALITY IS REALLY GOOD SPECIALLY THE PANORAMA MODE... LOVED IT....
      
      
      GAMING IS AWESOME... NO LAGS WITH ANY KIND OF GAME... LOVED IT
      
      
      USER INTERFACE IS PRETTY GOOD.... LOVED IT
      
      
      BATTERY IS OK... BUT SAME AS ALL SMARTPHONES.. HEAVY USERS WILL GET UP-TO 6-8HRS  AND NORMAL USERS WILL GET A FULL DAY, SOMETIMES MORE THAN THAT..... OK WITH IT
      
      
      ITS NOT A SUPER AMOLED DISPLAY BUT A GOOD DISPLAY WITH GOOD VIEWING ANGLE... IF YOU ARE A BEGINNER THEN IT'S A BEST SMART PHONE AVAILABLE FOR YOU AS PER MY OPINION.. ULTIMATE DECISION IS OBVIOUSLY ON YOU, FULFILLING YOUR NEEDS... THIS PHONE IS DEFINITELY PERFECT FOR A BEGINNER OR A NORMAL USERS...
      
      
      AM HAPPY WITH MY PHONE....
      
      LAST BUT NOT THE LEAST THANKS TO FLIPKART...."
Galaxy Grand,4,"A GREAT BUYING EXPERIENCE - AS I RECIEVED MY PRODUCT, THE NEXT DAY AFTER PLACING MY ORDER. I MYSELF NEVER IMAGINED A DELIVERY SO FAST!!! THE PRODUCT WAS IN GREAT CONDITION.
      
      
      ABOUT SAMSUNG GALAXY GRAND, ITS A GREAT PHONE AT A GREAT PRICE (I BOUGHT THIS PHONE WITH 15% CASHBACK OFFER). AND THAT TOO COMES WITH SAMSUNG GUARANTEE. TO BE HONEST I WAS CONFUSED BETWEEN MICROMAX CANVAS HD AND GALAXY GRAND - AS CANVAS HD IS FULLY LOADED AS COMPARED TO GRAND - BUT WHEN MICROMAX INCREASED THE PRICE OF CANVAS HD AFTER ITS INITIAL LAUNCH SUCCESS AND THE PRICE DIFFERENCE NARROWED DOWN TO SUB 4000 BUCKS I CHOOSE GRAND BECAUSE OF ITS SERVICEABILITY.
      
      
      THERE IS A HANG ISSUE WITH GRAND BUT ITS NOT THAT OFTEN AND I AM KIND OF OKAY WITH THAT. I AM USING THIS PH SINCE 15 DAYS AND IT HANGED ONLY 2 OR 3 TIMES AND THAT TOO WHEN I OPEN MULTIPLE HEAVYWEIGHT APPS. SO THAT'S OKAY. REST EVERYTHING IS COOL. I AM EXTREMELY SATISFIED WITH MY BUY... HOPE THIS HELPS...!!!"
Galaxy Grand,4,"AFTER 3MONTH'S OF USING THIS PHONE I AM WRITING THE REVIEW FOR THIS ONE.
      
      
      PROS:
      
      GOOD LOOKING WITH DUAL SIM PHONE
      
      BIG IN SCREEN SIZE WITH DUAL CORE PROCESSOR AND 1GB OF RAM
      
      YOU CAN WATCH ALL HD MOVIES
      
      YOU CAN PLAY ALMOST EVERY GAMES
      
      SUPPORTS MAXIMUM APPS.
      
      LAG PROBLEM IS LESS COMPARED TO OTHER SAMSUNG PHONES
      
      
      CONS:
      
      OVERALL THIS PHONE IS GOOD IF YOU ARE NOT A GAMER THAT MEANS IF YOU ARE THINKING OF PLAYING GAMES ON THIS MOBILE THEN IT WILL USE UR MAXIMUM BATTERY LIFE AND IT WILL LAST FOR MAX 3-4 HRS IF FULLY CHARGED.
      
      IT ALSO TAKES A LONG TIME TO FULLY CHARGE THE BATTERY."
Galaxy Grand,4,"AWESOME PHONE. TOTALLY WORTH THE DOUGH AND EVEN MORE ACTUALLY, THE ONLY DRAWBACK IS THE BATTERY LIFE, WHICH DRAINS REAL QUICKLY. IF SAMSUNG CAN MAKE A BETTER BATTERY FOR THIS IT WOULD BE A KILLER COMBO !"
Galaxy Grand,4,"BATTERY BACKUP GOOD
      
      DISPLAY CLARITY NOT SO GOOD
      
      BETTER SOUND FOR HEARING SONGS
      
      SUPPORTS GAMES OF ALL REGARDS
      
      MARIGINED PRICE TAG
      
      MODERATE WEIGHT
      
      EXCELLENT SCREEN SIZE
      
      GOOD STORAGE SIZE
      
      OVERALL 4-OUT-OF-FIVE"
Galaxy Grand,4,"BOUGHT THIS ON FLIPKART BOUT A MONTH BACK FOR 18K APOX. ABOUT THE SAME TIME AS A FRIEND BOUGHT MICROMAX CANVAS HD. I'VE BEEN USING IT FOR A MONTH NOW. HERE'S MY OPINION.
      
      
      WHILE NOT IN THE SAME BALL PARK AS A S3. IT GETS THE JOB DONE FOR A FRACTION OF THE PRICE. MORE THAN SUFFICIENT CHIP, RAM AND PROCESSING POWER FOR THE AVERAGE ENTERTAINMENT USER. THE MUCH MALIGNED SCREEN IS MORE THAN DECENT. PIXELATION IS VISIBLE BUT ONLY ON CLOSE INSPECTION. CASUAL GAMERS WILL FIND THE PERFORMANCE ADEQUATE. HEAVY GAMERS WILL FIND IT A LIL LAGGY. THE REASON BEING IT DOES NOT SUPPORT APP2SD. ALL APPS ARE STORED ON THE INTERNAL MEMORY WHICH SLOWS PERFORMANCE. EXCELLENT CAMERA. WHAT REALLY SWEETENS THE DEAL IS 50GB DROPBOX SPACE. ALL MY PICS ARE UPLOADED TO CLOUD SO NO WORRIES OF SYSTEM CRASHES OR LOST PHONES. ALSO THE SAMSUNG APPS ARE AWESOME.  NIFTY STUFF LIKE SMART STAY (SCREEN NOT DIMMING AS LONG AS UR LOOKING AT IT), MULTI WINDOW (SIMULTANEOUSLY USING TWO APPS TOGETHER EG WATCH MOVE N TEXT)..ECT MAKE THE PREMIUM THAT YOU PAY FOR THE SAMSUNG BRAND WORTH IT. I FEEL THAT THOU CANVAS HD OFFERS A GR8 SCREEN AND COSTS LESS. THE GRAND MAKES UP WITH MORE INTERNAL MEMORY. SAMSUNG APPS, BETTER CAMERA, DROPBOX STORAGE N A BETTER BATTERY. PLUS PAYING EXTRA FOR THE SAMSUNG HAS 2 ADDITIONAL BENEFITS.
      
      1) I FEEL SAMSUNG IS A MORE PREMIUM BRAND WHERE AS MICROMAX IS AN ECONOMY BRAND. I FEEL BETTER WHIPPING OUT MY PHONE IN A CROWDED BAR.
      
      2) TECH GETS OUTDATED FAST AND IN A FEW MONTHS I PLAN TO SELL OFF THE GRAND AND UPGRADE. AND I KNOW THAT I CAN SELL IT FOR A DECENT PRICE AND FIND BUYER'S EASILY."
